bee_species,tongue_length_mm,body_length_mm,sociality,lecty,flight_range_m
Bombus.ternarius,8.171700225677341,17.644092755857855,solitary,oligolectic,2302.2999685956165
Carposcalis.confusus,14.497032853309065,18.832810844294727,social,polylectic,495.089348917827
Osmia.lignaria,9.956932164728642,7.40081427199766,solitary,polylectic,1381.4641525736079
Parasyrphus.relictus,8.550172050483525,11.003726331982762,solitary,polylectic,694.3961551180109
Pidonia.ruficolis,15.75331742502749,21.99559101741761,social,polylectic,2359.496529516764
Poanes.hobomok,15.962680170778185,17.364037507679313,social,polylectic,1404.1161885950714
Rhopalum.sp.,7.6102604190818965,15.466083185747266,solitary,polylectic,1963.3438130607828
Sarcophaga.nearctica,6.68767402227968,14.360159416683018,social,oligolectic,1829.3755448656157
Sphaerophoria.sp.,14.293064117897302,10.029451727634296,solitary,polylectic,2571.6612193267792
Acmaeopsoides.rufula,15.043795842677355,12.702809917740524,solitary,polylectic,2840.78809088096
Ancistrocerus.sp.,14.901134124025702,12.521562584443018,solitary,oligolectic,2473.7106865737587
Andrena.melanochroa,9.875340778846294,7.6559779464732856,social,polylectic,463.0590601125732
Andrena.miranda,4.774426772259176,17.004306994844228,solitary,polylectic,2089.681384479627
Andrena.nivalis,3.93906117323786,5.070586710469797,social,oligolectic,135.32061469741166
Andrena.rufosignata,10.555981126613915,17.52928486536257,social,polylectic,1100.0787175260484
Andrena.sigmundi,18.747731797397137,5.402385876048356,solitary,oligolectic,340.3393644839525
Andrena.thaspii,7.3132978500798345,5.645334163913503,solitary,oligolectic,1051.610436453484
Anthaxia.expansa,10.162702749483287,6.054254624526948,solitary,polylectic,1639.6664032712579
Anthonomus.sp.,13.909596356097609,5.3299330461304635,solitary,polylectic,2167.2469219891354
Blera.badia,9.480052249506116,8.842840641969815,solitary,oligolectic,2056.4910476794466
Blera.confusa,3.183353695087135,12.891070099314675,social,polylectic,716.4766585687175
Blera.nigripes,3.8705943934619427,19.81917940801941,social,polylectic,358.2459286088124
Bombylius.major,18.886134524364024,18.577017955249175,solitary,oligolectic,2642.876960989088
Cantharis.sp.,18.905099850147963,9.604933278169483,solitary,polylectic,2228.743499936536
Celastrina.argiolus,18.395329866558313,14.622276943642646,solitary,polylectic,2232.776979613118
Chalcosyrphus.curvarius,4.602100936695933,5.499255229951814,solitary,polylectic,1735.6039790436625
Chalcosyrphus.inarmatus,5.593781997449696,19.406520268647,social,polylectic,2099.075481714681
Chalcosyrphus.memorum,13.914619245100766,7.958513425663114,social,polylectic,1977.1018581232056
Chalcosyrphus.nigra,6.52644171519205,16.162118405103683,solitary,oligolectic,1632.3299510404468
Cheilosia.sialia,17.053045245818794,15.902561564696953,social,polylectic,1974.5248647406697
Crabro.sp.,5.272586663253605,16.214573525590822,solitary,oligolectic,2518.7421801732853
Dalopius.sp.,19.06292002275586,15.49073686846532,solitary,polylectic,1102.7114034863189
Eclimus.harrisi,10.022545002866536,21.210171761456877,solitary,polylectic,1903.0254894401878
Eudasyphora.cyanicolor,17.529127270914614,7.935749298427254,social,polylectic,2023.266355576925
Evodinus.monticola,7.547099627088755,7.4495882608462125,solitary,polylectic,1389.074178505689
Evylaeus.divergens,17.86294399527833,9.871616628253832,solitary,polylectic,2246.6412782436237
Halictus.confusus,11.807145210448653,8.644855230581015,solitary,polylectic,1179.0740185882896
Hylaeus.basalis,13.469963912852108,14.25453856238164,solitary,polylectic,219.95937493629754
Judolia.montivagans,2.546865223441273,16.07008569687605,solitary,polylectic,1412.868087249808
Lygus.refidorsus,9.367386830970645,9.846379110822454,social,polylectic,2601.669901725836
Nomada.sayi,12.133765978738666,15.204277899116278,solitary,polylectic,2461.2409744644538
Orsodacne.atra,4.521795690990984,13.946127632632852,solitary,polylectic,583.0218543065712
Orthoneura.pulchella,11.11175035778433,5.244207009905949,social,oligolectic,1792.4430040409788
Osmia.proxima,12.171767344232649,18.814718985930085,solitary,oligolectic,2456.5156960394233
Phaonia.serva,2.9851829358376563,16.978923933347687,solitary,polylectic,1006.2465267255902
Pieris.napi,14.765391804743558,15.561203667661175,solitary,polylectic,870.3394408337772
Psithyrus.sp.,12.95688145980239,6.6752657948527485,social,polylectic,1297.0931916497648
Sphaerophoria.bifurcata,4.724734231829643,16.446957097854465,solitary,oligolectic,605.5855466751382
Sphaerophoria.longipilosa,11.3944142004475,6.873147748876363,solitary,polylectic,131.40964559279382
Sphecodes.sp.,16.27962470659986,17.894591139629483,solitary,polylectic,2880.0751019036397
Syritta.pipiens,9.35881642298773,21.284748218255118,social,oligolectic,1866.321176639758
Syritta.rectus,7.685514864046127,7.768093246035278,solitary,oligolectic,2233.7393413065
Temnostoma.alternans,10.905097133480012,19.909823183901608,social,polylectic,2521.285718306899
Temnostoma.balyras,13.680740073788911,10.521769068203866,social,oligolectic,2714.181754598394
Temnostoma.barberi,13.697524432558566,8.862082936102524,solitary,oligolectic,470.7765083992854
Tropidia.quadrata,11.041446512099355,15.564889596542343,solitary,polylectic,1245.826392644085
Tychius.stephensi,13.440809952095151,21.187573578441516,solitary,polylectic,1660.9897646354511
Xylota.bigelowi,8.530893254093826,5.749971634941176,solitary,polylectic,620.2143843052909
Xylota.hinei,7.994205987080932,10.068734724307433,solitary,polylectic,1009.771018428728
Xylota.sp.,2.74192346772179,7.363412213977426,solitary,polylectic,548.8104700343683
Zeraea.americana,17.749365016352385,19.419017976149917,solitary,oligolectic,724.1718283388764
Eupyses.vestris,11.3341701682657,12.388134466018528,solitary,polylectic,2227.141756634228
Fannia.ungulata,10.737722182180732,20.566904643084854,social,oligolectic,1651.4942469773814
Hylaeus.ellipticus,4.358734850771725,7.700128268217668,solitary,oligolectic,1983.5301665822044
Hylaeus.stevensi,10.02780439145863,20.44290168536827,solitary,polylectic,763.9227490406483
Melagyna.lasiophthalma,5.910258533898741,20.33618538151495,social,polylectic,2333.614745992236
Osmia.pumila,16.896314716432244,20.21836861455813,social,polylectic,1460.5926676187664
Passaloecus.sp.,16.441595094744116,20.63713596574962,solitary,oligolectic,2215.715658827685
Pyrophaena.rosarum,17.109403796494007,11.577777488622814,social,oligolectic,2730.6702362839133
Agiotes.stabilis,19.300095297861844,10.114656328922138,social,polylectic,902.7529505081475
Bombylius.pigmaeus,6.351582139264792,9.968763751210645,solitary,polylectic,228.84162603877485
Cheilosia.slossonae,16.420225885231048,16.255441963439807,social,polylectic,694.6816914947703
Eremomyioides.setosa,4.894912464544177,20.216118949232623,solitary,polylectic,825.9325782302767
Nomada.cuneata,7.27279417635873,7.875742538366467,solitary,polylectic,2464.133472694084
Pegohylemyia.fugax,6.323831275571138,13.013990621780977,social,polylectic,1067.7430513314903
Phalaenophana.pyramusalis,12.813357419334352,10.457649472169578,solitary,polylectic,2482.4578830739483
Thamnotettix.confinis,4.15716000366956,9.207184689119458,solitary,polylectic,2692.4853295320645
Ephemerella.sp.,13.11809780774638,10.692760518286377,solitary,polylectic,267.8887150948867
Cheilosia.pallipes,2.6739225331693888,7.595601296052337,social,polylectic,2453.6965153645724
Melanostoma.sp.,13.26367376325652,18.265472890343517,social,polylectic,599.8969410080463
Hoplitis.producta,13.195108973886818,20.358983687125146,social,polylectic,1483.060291269794
Vespula.arenaria,10.717735676560551,13.987407861510292,solitary,polylectic,2357.945966371335
Carposcalis.obscura,9.9616136671975255,18.188476105919108,social,polylectic,418.5660239774734
Centris.aenea,4.270280886441469,15.000810826662928,solitary,polylectic,2380.189157347195
Centris.fuscata,15.31535330740735,20.818702347343788,solitary,polylectic,1864.417910715565
Centris.caxiensis,14.823784722946584,8.216636527795345,solitary,polylectic,2903.8130594650283
Centris.tarsata,10.988084177486598,9.55214031226933,social,polylectic,1668.108638911508
Centris.flavifrons,6.976597545668483,14.386869644047692,social,polylectic,1203.0419090762734
Centris.trigonoides,13.858219434507191,15.241607151459903,social,oligolectic,2107.0578907383606
Epicharis.sp2,4.140157694462687,15.359704695641994,solitary,polylectic,2658.67504903581
Apis.mellifera,7.5786805134266615,7.3566129736136645,social,polylectic,1552.6612061075866
Centris.sp3,13.174702803138644,18.778938787756488,social,polylectic,2552.306237653829
Centris.obsoleta,5.033007965423167,14.0840460176114,social,polylectic,332.97983563970774
Centris.sp1,9.961779637262225,10.17656512442045,social,polylectic,2006.5804819809273
Xylocopa.sp,16.071580425836146,8.378238460049033,social,polylectic,1221.9627415761352
Xylocopa.grisescens,8.061640506144613,14.468738447874784,solitary,polylectic,707.6629526447505
Pegoplata.aestiva,15.980734794400632,16.072560796979815,social,polylectic,2806.9014294072986
Smittia.aterrima,4.153919233009219,15.692177584860474,solitary,oligolectic,2755.773276439868
Rhamphomyia.morio,2.7467225138098,13.24481353070587,social,polylectic,237.41854161489755
Thricops.rostratus,7.722345453687012,7.53969064890407,solitary,polylectic,1989.7279128199443
Bradysia.girandii,16.577060450799763,20.739543811418116,solitary,oligolectic,1724.2997145745903
Bombus.alpinus,16.854762487579137,6.513304837280884,solitary,oligolectic,1660.1121085695922
Bombus.hyperboreus,2.685504542198032,15.61587710515596,social,polylectic,2837.0602775830775
Thysan..sp.,16.74751959880814,18.047711780527607,social,oligolectic,1545.798381837085
Coenosia.atritibia,10.672035222873092,10.832930041011423,social,polylectic,1043.0553551064804
Phaonia.subfuscinereis,6.076094718649983,18.73502702987753,solitary,polylectic,1501.5448679449037
Heterotrissocladius.subpilosus,8.23643459007144,5.695447533391416,solitary,oligolectic,2110.30105126556
Limnophyes.schnelli,4.571271626278758,15.682979497592896,solitary,polylectic,2323.475561174564
Micropsectra.radialis,10.082940014079213,10.53075821022503,social,polylectic,1014.689056831412
Chamaepsila.morio,3.470346849411726,18.89850388839841,solitary,polylectic,191.7890114709735
Pegomya.haemorrhoum,17.543227203655988,9.741442053578794,solitary,polylectic,2012.0180098805577
Zaphne.barbiventris,11.734051083680242,19.088123332243413,social,polylectic,716.0252645611763
Dasineura.sp.,3.8845971254631877,19.866483129095286,solitary,oligolectic,364.62138982024044
Dolichopus.plumipes,17.905070652719587,20.130471172975376,solitary,oligolectic,2948.2194926356897
Spilogona.nitidicauda,9.115731843281537,16.497015211964026,solitary,oligolectic,875.0491421902552
Thricops.hirtulus,4.241665069013834,14.085088590625674,solitary,polylectic,1006.9446690613404
Megaselia.groenlandica,19.903963803779334,9.731629297835752,solitary,polylectic,2586.6935077589005
Arpedium.sp.,18.671631932724267,18.3971780189313,solitary,oligolectic,703.708286723122
Aclastus.sp.,3.253932203166187,15.03244485356845,solitary,polylectic,2967.792032007128
Phygadenon.sp.,17.73944652173668,8.706871405942366,solitary,polylectic,2357.9409029800445
Platygaster.sp.,6.7783665750175714,14.407071113586426,social,polylectic,1072.4431444657966
Dipt..sp.,13.239095923490822,8.525851043174043,solitary,polylectic,1902.0724368514493
Corynoneura.scutella,10.70528980763629,15.69378229812719,solitary,polylectic,1973.335370887071
Micropsectra.sp..1,11.425664248876274,21.420786859933287,solitary,polylectic,257.78141499031335
Pseudosmittia.oxoniana,12.426345424260944,11.511641570366919,social,polylectic,2673.9997582742944
Smittia.betuletorum,17.49324620421976,13.87121078139171,solitary,oligolectic,2010.1592638529837
Rhamphomyia.obscuripennis,7.3443984617479146,19.99381134379655,social,polylectic,1292.74856694974
Spilogona.megastoma,7.225895081181079,7.270338219124824,solitary,oligolectic,1104.9928599735722
Spilogona.triangulifera,9.111928864847869,20.381998969009146,solitary,oligolectic,1717.8177560446784
Megaselia.digitalis,7.548050424084067,12.538531397236511,solitary,polylectic,746.7812303220853
Megaselia.girandii,17.495306643657386,7.055451354244724,solitary,polylectic,2348.7071361159906
Corynoptera.sp.,9.689993727952242,10.053975599817932,social,polylectic,2213.2489209761843
Corynoptera.sp..1,9.709106214810163,19.28686466952786,solitary,polylectic,124.89930398296565
Lycoriella.curvispina,9.3213570606894791,5.502775804372504,solitary,oligolectic,2895.375901996158
Lycoriella.sp.,12.787536828313023,8.868055609986186,solitary,polylectic,2230.7615142315626
Ichn..sp.,12.310008396860212,12.92185417120345,social,polylectic,708.6725978646427
Ichn..sp..2,13.594487540889531,14.992456290172413,social,oligolectic,657.6425919076428
Ichn..sp..3,17.024559658020735,17.669850683072582,solitary,polylectic,151.59187358804047
Xestommaster.sp.,13.8441546051763,19.30674696411006,solitary,oligolectic,1675.53822202608
Limnophilus.sp.,11.783525589853525,18.95327023882419,solitary,polylectic,309.6607722574845
Botanophilia.bidens,14.398738731630147,16.719757474493235,solitary,polylectic,1183.5891490569338
Chloropinae.sp.,2.8537418823689222,14.01214646967128,social,polylectic,2338.836209755391
Empis.lucida,11.392119327560067,13.44273037952371,solitary,polylectic,1461.5755833452567
Rhamphomyia.reflexa,16.449105510488153,21.469027468236163,social,polylectic,607.3069005273283
Phaonia.lugubris,6.30674076359719,14.150999925099313,social,polylectic,2482.7184981666505
Spilogona.alpica,19.475864934735,15.757163961883634,solitary,polylectic,2945.142149901949
Megaselia.coci,10.58179676393047,21.79256419884041,solitary,polylectic,1916.1972168833017
Megaselia.diversa,2.113958255853504,5.126596310641617,solitary,polylectic,1568.1570443324745
Megaselia.sordida,5.01802280312404,20.7180144675076,solitary,oligolectic,982.098306179978
Bradysia.sp..2,18.647401719819754,20.890359393088147,solitary,polylectic,468.04691781289876
Podabrus.sp.,11.669679869432002,13.570584252476692,social,oligolectic,1681.8890522932634
Alysiinae.sp..1,14.450737447943538,8.478281779680401,solitary,polylectic,1930.2168594673276
Porizontini.sp.,8.551229855045676,11.361128923483193,solitary,polylectic,2464.141646772623
Ichn..sp..1,15.600602870807052,10.95538894762285,solitary,oligolectic,154.31792135350406
Anarta.sp.,10.152224062941968,21.443056859308854,solitary,polylectic,2134.2919440940022
Delai.piliventris,7.136770212557167,13.84067162615247,solitary,polylectic,1218.6219829833135
Acamptocladius.submontanus,4.44555550487712,14.10905020777136,solitary,polylectic,310.23771055042744
Limnophyes.brachytomus,16.897826514206827,8.859710331540555,social,polylectic,1381.444316287525
Oliveridia.tricornis,8.99406433198601,16.15964453993365,solitary,polylectic,104.53255085740238
Phyllolabis.macroura,16.283342893701047,9.46955397236161,social,polylectic,1972.1397488377988
Boletina.sp.,4.482470382936299,20.381591282552108,solitary,polylectic,1978.4265990136191
Megaselia.pleuralis,11.110671971458942,16.098838441306725,solitary,polylectic,2145.1402487931773
Rhamphomyia.aethiops,8.164895243477076,9.587520197965205,social,oligolectic,1137.1805446920916
Smittia.sp.,17.376878813374788,5.178875801386312,social,polylectic,1589.5113775273785
Phaonia.alpicola,14.61567799700424,10.637318975757807,solitary,polylectic,2006.104692677036
Thricops.furcatus,15.657486711163074,14.372874781256542,social,oligolectic,977.880779420957
Stenomacrus.sp.,12.709957754705101,10.970252708997577,solitary,polylectic,1907.1230322588235
Phytomyza.aquilonia,10.523707291577011,16.615351636661217,solitary,polylectic,2529.2525185272098
Zaphne.sp.,16.679068849422038,14.656291265739128,social,polylectic,1029.055262519978
Thricops.cunctans,18.567112219519913,14.322768908459693,solitary,polylectic,642.2169537981972
Parapiophila.vulgaris,14.369848222471774,5.133176615461707,solitary,polylectic,1971.8491308391094
Cotesia.sp.,14.83152329409495,18.473029513144866,solitary,oligolectic,1916.886303317733
Tetrastichinae.sp.,11.802527770865709,10.744485013186932,solitary,polylectic,2182.3037198279053
Limnophyes.ninae,9.548492664005607,18.341530543286353,solitary,polylectic,1036.789647070691
Gimnomera.dorsala,17.136853150557727,17.924717894289643,solitary,oligolectic,2514.2492262646556
Trichosia.truncata,3.177401491906494,17.99486934603192,solitary,polylectic,1429.2351954150945
Urbicola.sp.,17.899649158120155,15.580912196775898,solitary,oligolectic,1665.511978045106
Bellardia.pubicornis,15.042365877423435,21.066715276567265,social,polylectic,429.71948392223567
Egle.parva,3.455271141603589,15.83020422840491,solitary,oligolectic,653.7128020310774
Egle.sp.,3.808309091255069,10.17314891377464,social,polylectic,436.5694528911263
Dipt..sp..1,16.649176250211895,5.956616563955322,solitary,polylectic,1321.619493374601
Corynoptera.refrigerata,4.20280229113996,15.20291336858645,solitary,polylectic,2293.5083008138463
Coenosia.octopunctata,16.070661182515323,14.95706019597128,social,polylectic,413.3051955373958
Lycoriella.sp..1,5.6365720657631755,12.295316498260945,social,polylectic,2721.262753708288
Alliopsis.glacialis,16.88387233018875,12.72346896585077,social,oligolectic,1708.6051414487883
Paradelia.sp.,2.3896357780322433,17.79155944264494,solitary,polylectic,2807.006713375449
Pegomya.sp.,5.271088515408337,13.637924013426527,social,polylectic,320.02597311511636
Zaphne.frontata,10.75754447793588,10.257464022375643,solitary,oligolectic,1652.248001541011
Limnophyes.natalensis,19.856006032321602,18.83825919777155,solitary,polylectic,2950.0827578362077
Smittia.sp..1,5.307417879812419,9.448494960088283,solitary,polylectic,2670.059223123826
Rhaphium.crassipes,2.0853177830576897,20.74545507109724,solitary,polylectic,187.5617482000962
Platypalpus.nigritarsis,4.126809752546251,15.93822071957402,solitary,polylectic,2643.607815168798
Mycomya.fuscata,11.04928284138441,11.80864624446258,solitary,oligolectic,1409.1374650830403
Megaselia.cirriventris,7.884668983984739,12.314051147550344,solitary,polylectic,445.1877445913851
Alysiinae.sp..2,11.846151729580015,9.6766386644449085,social,polylectic,2937.71981515456
Orthocentrinae.sp.,14.812266265507787,8.953970563365147,solitary,polylectic,535.5441357009113
Dipt..sp..2,9.92903069080785,11.836846878519282,solitary,oligolectic,501.22527168132365
Zaphne.sp..1,11.667455475777388,13.515518418746069,solitary,polylectic,2563.268834957853
Allophorocera.lapponica,15.909170696046203,18.27092737494968,solitary,polylectic,674.1250081919134
Pteromalidae.sp..1,15.040110881440341,16.87157382746227,social,oligolectic,1686.8391833733767
Bradysia.sp.,11.888410523533821,12.69762036204338,solitary,polylectic,157.56252277642488
Alysiinae.sp.,6.445227351505309,12.169747450621799,solitary,oligolectic,969.5443293545395
Alysiinae.sp..3,5.928830693941563,10.74815296032466,social,polylectic,286.5335465176031
Aclastus.sp..1,13.548590871039778,9.044044551905245,social,polylectic,823.2071658363566
Cidaria.sp.,18.573231264483184,13.144606277579442,social,oligolectic,529.3357555987313
Micropsectra.sp.,18.87507079774514,16.64427317911759,social,polylectic,199.47040900588036
Alysiinae.sp..4,8.919427708722651,20.506105764070526,social,polylectic,263.4011547546834
Pteromalidae.sp.,4.626152891665697,7.132706600008532,solitary,polylectic,1045.2189370058477
Egle.minuta,15.12728885607794,8.03647578577511,social,polylectic,1975.218122615479
Fannia.mollissima,10.761335114017129,12.575327344238758,social,polylectic,1135.0139405578375
Thricops.nigritellus,6.545766125898808,11.42578262835741,solitary,polylectic,2795.7308758748695
Megaselia.sp.,16.900321517605335,12.109536930453032,social,oligolectic,774.1986569017172
Bradysia.sp..1,4.602781006600708,7.473995028063655,solitary,polylectic,669.5118043106049
Lycoriella.freyi,12.701852730941027,21.505619385978207,solitary,polylectic,1119.2783755017444
Euryglossa.sp.,6.901596720330417,21.786033271579072,solitary,oligolectic,476.12421934027225
Lasioglossum.sp.1,18.93090037908405,5.240657774731517,social,polylectic,1724.6784331509843
Lasioglossum.sp.5,4.615255587734282,10.407435237895697,social,oligolectic,2648.643753142096
Lasioglossum.Parasphecodes.sp.2,18.396982308477163,15.323971195379272,solitary,oligolectic,879.6466305851936
Alophera.sp.,14.654361184220761,18.89828857849352,solitary,polylectic,305.08814707864076
Prosena.sp.C,6.979175886139274,15.199098780984059,social,oligolectic,2666.2104981485754
Euryinae.sp.1,3.085760564543307,13.757091750390828,solitary,oligolectic,1945.48549936153
Euryinae.sp.3,14.709098184481263,13.825183843262494,solitary,oligolectic,613.0207711597905
Sciaridae,4.950490714516491,12.31675727921538,social,oligolectic,2361.8720615049824
Therevidae,5.1824558530934155,20.568621082231402,solitary,polylectic,1019.8943135561422
Comptosia.sylvana,11.195429801475257,11.099975883727893,social,polylectic,2941.9545664917678
Tephritis.sp.A,8.09389780368656,10.302779171615839,social,polylectic,1506.6313466522843
Incurviseta.sp.D,2.776163089554757,8.5837324031163,social,oligolectic,2072.156900120899
Poecilohetaerus.sp.,17.176720545627177,13.330250624101609,solitary,polylectic,1099.8625750653446
Scaptomyza.australis,7.522737315390259,20.472266133641824,social,oligolectic,689.785458962433
Hydrellia.sp.,10.665537361986935,18.831020772224292,solitary,polylectic,225.29159726109356
Musca.vetustissima,8.84382530162111,17.48343633953482,solitary,polylectic,2741.707398928702
Sphenella.marginata,13.844345624558628,11.38602188648656,social,polylectic,896.3751206640154
Coenosia.sp.A,18.39550441550091,13.711094985017553,solitary,oligolectic,252.62442489620298
Hylaeus.sp.,16.366247162222862,13.473876975709572,solitary,polylectic,1507.2266458999366
Dilophus.sp.,9.170880541671067,7.3252141263801605,solitary,polylectic,2151.785266213119
Tabanus.froggatti,4.506747480016202,12.662148830015212,social,oligolectic,2068.1626912672073
Empis.sp.C,7.406969121657312,10.326725732069463,social,polylectic,1655.2392375888303
Rivellia.sp.F,7.036637717392296,17.474835746455938,social,polylectic,893.6499452684075
Tapeigaster.nigricornis,6.564719612244517,19.105387836461887,solitary,polylectic,129.98412505257875
Coenosia.sp.B,16.079620045609772,14.258255099412054,social,polylectic,307.8550314763561
Helina.sp.B,14.107560719363391,7.71977066504769,social,polylectic,1471.3964159600437
Calliphora.sp.A,10.17894349154085,8.862171075539663,solitary,polylectic,1167.0441888505593
Unident.no.1,8.74446103721857,9.822983603924513,solitary,oligolectic,1998.750058421865
Unident.no.2,6.919279153924435,8.18790424684994,solitary,polylectic,708.5790145909414
Unident.no.4,7.279342940542847,18.31503396341577,solitary,oligolectic,1568.7273919116706
Empis.sp.D,10.485289307776839,12.914532023482025,solitary,polylectic,2565.193569823168
Melangyna.sp.,9.017552620731294,16.025083393556997,social,polylectic,2821.5455551166087
Unident.no.3,2.447508037555963,5.607007219688967,solitary,oligolectic,379.1647372301668
Oreixenica.orichora,17.419063867535442,9.661973509704694,solitary,polylectic,1045.310480473563
Exoneura.sp,4.51677080290392,15.14760601031594,solitary,polylectic,1027.2215410834178
Lasioglossum.Parasphecodes.sp.1,18.947710030246526,21.163521739887074,solitary,oligolectic,339.77171098813415
Leioproctus.sp.1,12.081442610360682,6.949920155340806,social,polylectic,2661.748782778159
Lasioglossum.sp.,6.681362478528172,6.986833250848576,solitary,polylectic,1226.8873139750212
Lasioglossum.sp.4,2.717768520116806,15.74848042242229,solitary,oligolectic,2713.0607107188553
Empis.ap.B,11.147355563472956,20.66660525277257,solitary,polylectic,1749.5480846613646
Eristalis.tenax,10.936827129684389,21.754270039731637,solitary,polylectic,2699.485707352869
Tephritis.sp.B,8.71218546712771,18.467859253287315,solitary,polylectic,126.0857857298106
Sapromyza.sp.,12.264833107125014,21.84137863572687,social,polylectic,1511.4100091159344
Limnophora.sp.,19.430706572253257,5.305515960091725,solitary,polylectic,1118.3192926226184
Senostoma.sp.A,3.472243334632367,14.839370175963268,solitary,oligolectic,2339.7829248337075
Senostoma.sp.B,15.007892890833318,15.634832973824814,social,polylectic,2241.4916269946843
Senostoma.sp.D,16.11934144049883,7.052659414475784,solitary,polylectic,1984.0728677343577
Agrostis.infusa,2.674761134199798,18.40350451716222,social,polylectic,1441.7789185186848
Hippotion.scofa,5.6227076686918736,19.60437093768269,solitary,polylectic,1842.590646375902
Pelecorhychus.rubidus,7.977885600179434,8.642648692941293,solitary,polylectic,2197.3445023875684
Stratiomyidae,12.205366500653327,21.891140904044732,solitary,polylectic,2122.746463282965
Empis.sp.E,2.1967618744820356,13.427662580972537,solitary,polylectic,2819.832211942412
Incurviseta.sp.K,3.5354354749433696,12.060574780451134,social,polylectic,2568.8174894079566
Helina.sp.A,10.333380627445877,5.888069211971015,solitary,polylectic,198.64903970155865
Euryinae.sp.2,10.098447322845459,21.726789514534175,social,oligolectic,720.1865930110216
Lasioglossum.sp.2,15.666905736550689,8.094909548992291,social,polylectic,2774.4052957743406
