flower_species,bee_species,visit_count,network_id,tube_depth_mm,corolla_diam_mm,floral_color,nectar_vol_ul,nectar_sugar_pct,symmetry,tongue_length_mm,body_length_mm,sociality,lecty,flight_range_m
Alstroemeria aurea,Phthiria,8,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,8.904788320884109,17.193764543626457,solitary,oligolectic,1130.7182806544006
Alstroemeria aurea,Platycheirus1,1,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,4.337044597603381,10.61620420939289,solitary,polylectic,381.795617681928
Alstroemeria aurea,Sapromyza.Minettia,1,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,15.012605117168278,13.255612254375592,solitary,polylectic,1845.503169274889
Alstroemeria aurea,Staphilinidae,4,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,3.0466840397566557,15.640919039957225,solitary,polylectic,1289.6342882653698
Alstroemeria aurea,Vespula germanica,4,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,5.050244791898876,7.2966482527554035,social,polylectic,2132.148419274017
Alstroemeria aurea,Phthiria1,1,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,8.877259347122163,16.15473743970506,social,polylectic,587.0125730056316
Alstroemeria aurea,Svastrides melanura,6,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,6.403093489818275,7.970396539894864,social,polylectic,186.33733119349927
Alstroemeria aurea,Sphecidae,1,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,9.505021758843213,20.160562245175242,solitary,polylectic,1221.4159331284463
Alstroemeria aurea,Thomisidae,1,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,7.904583610594273,16.518219799967483,solitary,polylectic,1926.0074406163767
Alstroemeria aurea,Corynura prothysteres,3,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,16.978308094199747,14.574713356094435,social,polylectic,2937.4735597288236
Alstroemeria aurea,Ichneumonidae2,4,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,4.304543063975871,14.194384801667184,social,oligolectic,849.1936222650111
Alstroemeria aurea,Ruizantheda proxima,4,Safariland,23.55273450585082,39.30975437397137,UV_yellow,9.431793470866978,39.93558789603412,actinomorphic,8.574339445214719,11.286726046120748,solitary,polylectic,600.7982266834006
Schinus patagonicus,Ichneumonidae4,15,Safariland,8.581209300085902,14.27383209578693,pink_purple,3.628942435607314,42.81691570300609,actinomorphic,11.815222946926951,16.475464890012518,solitary,polylectic,2647.4092680960894
Berberis darwinii,Bombus dahlbomii,67,Safariland,21.100295399548486,7.9497133125551045,red,13.931180789368227,48.63325511338189,actinomorphic,18.563722632359713,10.277497133240104,social,polylectic,1229.3843288673088
Berberis darwinii,Syrphus octomaculatus,5,Safariland,21.100295399548486,7.9497133125551045,red,13.931180789368227,48.63325511338189,actinomorphic,4.8264776868745685,20.6269793799147,solitary,oligolectic,2614.0141282929108
Rosa eglanteria,Ruizantheda mutabilis,6,Safariland,16.76014693453908,18.506751150125638,pink_purple,8.892022208310664,47.34162787441164,zygomorphic,19.984440622851253,6.573793071089312,social,polylectic,2798.750622617081
Rosa eglanteria,Syrphus octomaculatus,4,Safariland,16.76014693453908,18.506751150125638,pink_purple,8.892022208310664,47.34162787441164,zygomorphic,4.8264776868745685,20.6269793799147,solitary,oligolectic,2614.0141282929108
Rosa eglanteria,Allograpta.Toxomerus,2,Safariland,16.76014693453908,18.506751150125638,pink_purple,8.892022208310664,47.34162787441164,zygomorphic,16.982630712911487,16.917861277237535,social,polylectic,2913.793166424148
Rosa eglanteria,Staphilinidae,3,Safariland,16.76014693453908,18.506751150125638,pink_purple,8.892022208310664,47.34162787441164,zygomorphic,3.0466840397566557,15.640919039957225,solitary,polylectic,1289.6342882653698
Cynanchum diemii,Formicidae3,8,Safariland,13.939206829993054,9.371353950118646,white,5.413750611478463,52.08029853180051,zygomorphic,12.732199457474053,16.360113454516977,social,polylectic,534.3640637118369
Cynanchum diemii,Nitidulidae,1,Safariland,13.939206829993054,9.371353950118646,white,5.413750611478463,52.08029853180051,zygomorphic,15.66541326744482,19.71642519114539,solitary,polylectic,2917.414971929975
Cynanchum diemii,Braconidae3,2,Safariland,13.939206829993054,9.371353950118646,white,5.413750611478463,52.08029853180051,zygomorphic,11.704062465578318,14.510941116837785,solitary,polylectic,2690.7495552441105
Cynanchum diemii,Torymidae2,9,Safariland,13.939206829993054,9.371353950118646,white,5.413750611478463,52.08029853180051,zygomorphic,6.91854360839352,5.8697472244966775,solitary,polylectic,2281.2042025849223
Ribes magellanicum,Trichophthalma amoena,2,Safariland,18.941531236749142,25.354397759074345,yellow,9.125374329742044,51.372382221743464,actinomorphic,18.847800694871694,19.2404993516393,social,oligolectic,2450.552465370856
Ribes magellanicum,Allograpta.Toxomerus,3,Safariland,18.941531236749142,25.354397759074345,yellow,9.125374329742044,51.372382221743464,actinomorphic,16.982630712911487,16.917861277237535,social,polylectic,2913.793166424148
Mutisia decurrens,Phthiria,1,Safariland,5.097331736469641,13.4052362840157,red,9.047010750509799,33.44294744543731,actinomorphic,8.904788320884109,17.193764543626457,solitary,oligolectic,1130.7182806544006
Calceolaria crenatiflora,Allograpta.Toxomerus,1,Safariland,17.11082267924212,30.266076101688668,pink_purple,13.215048210695386,18.600389235652983,zygomorphic,16.982630712911487,16.917861277237535,social,polylectic,2913.793166424148
Calceolaria crenatiflora,Chalepogenus caeruleus,3,Safariland,17.11082267924212,30.266076101688668,pink_purple,13.215048210695386,18.600389235652983,zygomorphic,11.640769017394632,15.731422971468419,social,polylectic,2678.388068987988
Aralia.nudicaulis,Andrena.wheeleri,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,17.67207334563136,10.040121555095538,social,polylectic,577.9412303352728
Aralia.nudicaulis,Andrena.w.scripta,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,15.852605594322085,10.098481507273391,social,polylectic,1232.9537253361195
Aralia.nudicaulis,Bombus.perplexus,3,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,14.587489790748805,6.261952809523791,solitary,polylectic,1739.3288855673745
Aralia.nudicaulis,Bombus.terricola,2,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,3.111210905946791,20.78139009908773,solitary,oligolectic,1646.6070764232427
Aralia.nudicaulis,Bombus.vagans,8,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,15.767286172602326,11.819532652385533,social,polylectic,2617.480528401211
Aralia.nudicaulis,Cateres.pennatus,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,6.413829178083688,16.31137800985016,social,polylectic,1927.448902837932
Aralia.nudicaulis,Cheilosia.tristis,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,4.118711455259472,5.424447460565716,solitary,polylectic,2745.6512068165466
Aralia.nudicaulis,Dialictus.cressoni,3,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,16.49087382061407,7.59506656578742,solitary,polylectic,1978.9511134149507
Aralia.nudicaulis,Dialictus.imitatus,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,19.691671654116362,7.516406317707151,social,oligolectic,700.3331390675157
Aralia.nudicaulis,Dialictus.sp.,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,8.358774946071208,6.622254950227216,solitary,polylectic,590.0391731178388
Aralia.nudicaulis,Eusphalerum.convexum,7,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,3.5567431151866913,13.404207963496447,solitary,oligolectic,2469.3033376708627
Aralia.nudicaulis,Eusphalerum.phothos,2,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,2.1011785147711635,15.043590336339548,social,oligolectic,1289.1758457524702
Aralia.nudicaulis,Eusphalerum.sp.,31,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,9.91389120509848,7.547904426697642,solitary,polylectic,1077.0668282639235
Aralia.nudicaulis,Evylaeus.quebecensis,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,5.518980347085744,11.450030979700387,social,polylectic,419.86359311267734
Aralia.nudicaulis,Halictus.rubicundus,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,3.0445233024656773,18.407600689446554,solitary,oligolectic,2867.433287156746
Aralia.nudicaulis,Mallota.posticata,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,16.26963467244059,12.932107604341581,solitary,oligolectic,2794.016691390425
Aralia.nudicaulis,Trachysida.aspera,1,barrett1987,18.216490032849833,10.107504173647612,yellow,9.458354559028521,59.14802412968129,actinomorphic,7.624587455298752,13.148520075483248,social,oligolectic,566.762947011739
Chimaphila.umbellata,Bombus.terricola,4,barrett1987,12.528060853714123,10.349356960505247,white,12.988088900456205,30.097780879586935,actinomorphic,3.111210905946791,20.78139009908773,solitary,oligolectic,1646.6070764232427
Chimaphila.umbellata,Bombus.vagans,5,barrett1987,12.528060853714123,10.349356960505247,white,12.988088900456205,30.097780879586935,actinomorphic,15.767286172602326,11.819532652385533,social,polylectic,2617.480528401211
Chimaphila.umbellata,Paramyia.nitens,61,barrett1987,12.528060853714123,10.349356960505247,white,12.988088900456205,30.097780879586935,actinomorphic,8.027108875568956,12.381127879489213,social,polylectic,1290.1235452853143
Clintonia.borealis,Andrena.wilkella,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,19.737499428912997,7.833187422482297,social,polylectic,2729.3176342500374
Clintonia.borealis,Bombus.ternarius,2,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,8.171700225677341,17.644092755857855,solitary,oligolectic,2302.2999685956165
Clintonia.borealis,Bombus.terricola,3,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,3.111210905946791,20.78139009908773,solitary,oligolectic,1646.6070764232427
Clintonia.borealis,Bombus.vagans,6,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,15.767286172602326,11.819532652385533,social,polylectic,2617.480528401211
Clintonia.borealis,Carposcalis.confusus,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,14.497032853309065,18.832810844294727,social,polylectic,495.089348917827
Clintonia.borealis,Dialictus.cressoni,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,16.49087382061407,7.59506656578742,solitary,polylectic,1978.9511134149507
Clintonia.borealis,Dialictus.imitatus,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,19.691671654116362,7.516406317707151,social,oligolectic,700.3331390675157
Clintonia.borealis,Dialictus.sp.,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,8.358774946071208,6.622254950227216,solitary,polylectic,590.0391731178388
Clintonia.borealis,Osmia.lignaria,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,9.956932164728642,7.40081427199766,solitary,polylectic,1381.4641525736079
Clintonia.borealis,Parasyrphus.relictus,2,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,8.550172050483525,11.003726331982762,solitary,polylectic,694.3961551180109
Clintonia.borealis,Pidonia.ruficolis,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,15.75331742502749,21.99559101741761,social,polylectic,2359.496529516764
Clintonia.borealis,Poanes.hobomok,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,15.962680170778185,17.364037507679313,social,polylectic,1404.1161885950714
Clintonia.borealis,Rhopalum.sp.,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,7.6102604190818965,15.466083185747266,solitary,polylectic,1963.3438130607828
Clintonia.borealis,Sarcophaga.nearctica,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,6.68767402227968,14.360159416683018,social,oligolectic,1829.3755448656157
Clintonia.borealis,Sphaerophoria.sp.,1,barrett1987,18.539581788005307,14.07279345788993,pink_purple,13.837723752949387,48.30807722406462,actinomorphic,14.293064117897302,10.029451727634296,solitary,polylectic,2571.6612193267792
Cornus.canadensis,Acmaeopsoides.rufula,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,15.043795842677355,12.702809917740524,solitary,polylectic,2840.78809088096
Cornus.canadensis,Ancistrocerus.sp.,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,14.901134124025702,12.521562584443018,solitary,oligolectic,2473.7106865737587
Cornus.canadensis,Andrena.melanochroa,3,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,9.875340778846294,7.6559779464732856,social,polylectic,463.0590601125732
Cornus.canadensis,Andrena.miranda,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,4.774426772259176,17.004306994844228,solitary,polylectic,2089.681384479627
Cornus.canadensis,Andrena.nivalis,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,3.93906117323786,5.070586710469797,social,oligolectic,135.32061469741166
Cornus.canadensis,Andrena.rufosignata,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,10.555981126613915,17.52928486536257,social,polylectic,1100.0787175260484
Cornus.canadensis,Andrena.sigmundi,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,18.747731797397137,5.402385876048356,solitary,oligolectic,340.3393644839525
Cornus.canadensis,Andrena.thaspii,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,7.3132978500798345,5.645334163913503,solitary,oligolectic,1051.610436453484
Cornus.canadensis,Andrena.w.scripta,7,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,15.852605594322085,10.098481507273391,social,polylectic,1232.9537253361195
Cornus.canadensis,Anthaxia.expansa,3,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,10.162702749483287,6.054254624526948,solitary,polylectic,1639.6664032712579
Cornus.canadensis,Anthonomus.sp.,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,13.909596356097609,5.3299330461304635,solitary,polylectic,2167.2469219891354
Cornus.canadensis,Blera.badia,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,9.480052249506116,8.842840641969815,solitary,oligolectic,2056.4910476794466
Cornus.canadensis,Blera.confusa,10,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,3.183353695087135,12.891070099314675,social,polylectic,716.4766585687175
Cornus.canadensis,Blera.nigripes,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,3.8705943934619427,19.81917940801941,social,polylectic,358.2459286088124
Cornus.canadensis,Bombus.perplexus,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,14.587489790748805,6.261952809523791,solitary,polylectic,1739.3288855673745
Cornus.canadensis,Bombus.ternarius,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,8.171700225677341,17.644092755857855,solitary,oligolectic,2302.2999685956165
Cornus.canadensis,Bombus.terricola,4,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,3.111210905946791,20.78139009908773,solitary,oligolectic,1646.6070764232427
Cornus.canadensis,Bombus.vagans,17,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,15.767286172602326,11.819532652385533,social,polylectic,2617.480528401211
Cornus.canadensis,Bombylius.major,4,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,18.886134524364024,18.577017955249175,solitary,oligolectic,2642.876960989088
Cornus.canadensis,Cantharis.sp.,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,18.905099850147963,9.604933278169483,solitary,polylectic,2228.743499936536
Cornus.canadensis,Celastrina.argiolus,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,18.395329866558313,14.622276943642646,solitary,polylectic,2232.776979613118
Cornus.canadensis,Chalcosyrphus.curvarius,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,4.602100936695933,5.499255229951814,solitary,polylectic,1735.6039790436625
Cornus.canadensis,Chalcosyrphus.inarmatus,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,5.593781997449696,19.406520268647,social,polylectic,2099.075481714681
Cornus.canadensis,Chalcosyrphus.memorum,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,13.914619245100766,7.958513425663114,social,polylectic,1977.1018581232056
Cornus.canadensis,Chalcosyrphus.nigra,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,6.52644171519205,16.162118405103683,solitary,oligolectic,1632.3299510404468
Cornus.canadensis,Cheilosia.sialia,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,17.053045245818794,15.902561564696953,social,polylectic,1974.5248647406697
Cornus.canadensis,Crabro.sp.,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,5.272586663253605,16.214573525590822,solitary,oligolectic,2518.7421801732853
Cornus.canadensis,Dalopius.sp.,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,19.06292002275586,15.49073686846532,solitary,polylectic,1102.7114034863189
Cornus.canadensis,Dialictus.sp.,17,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,8.358774946071208,6.622254950227216,solitary,polylectic,590.0391731178388
Cornus.canadensis,Eclimus.harrisi,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,10.022545002866536,21.210171761456877,solitary,polylectic,1903.0254894401878
Cornus.canadensis,Eudasyphora.cyanicolor,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,17.529127270914614,7.935749298427254,social,polylectic,2023.266355576925
Cornus.canadensis,Eusphalerum.phothos,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,2.1011785147711635,15.043590336339548,social,oligolectic,1289.1758457524702
Cornus.canadensis,Evodinus.monticola,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,7.547099627088755,7.4495882608462125,solitary,polylectic,1389.074178505689
Cornus.canadensis,Evylaeus.divergens,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,17.86294399527833,9.871616628253832,solitary,polylectic,2246.6412782436237
Cornus.canadensis,Evylaeus.quebecensis,7,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,5.518980347085744,11.450030979700387,social,polylectic,419.86359311267734
Cornus.canadensis,Halictus.confusus,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,11.807145210448653,8.644855230581015,solitary,polylectic,1179.0740185882896
Cornus.canadensis,Hylaeus.basalis,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,13.469963912852108,14.25453856238164,solitary,polylectic,219.95937493629754
Cornus.canadensis,Judolia.montivagans,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,2.546865223441273,16.07008569687605,solitary,polylectic,1412.868087249808
Cornus.canadensis,Lygus.refidorsus,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,9.367386830970645,9.846379110822454,social,polylectic,2601.669901725836
Cornus.canadensis,Mallota.posticata,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,16.26963467244059,12.932107604341581,solitary,oligolectic,2794.016691390425
Cornus.canadensis,Nomada.sayi,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,12.133765978738666,15.204277899116278,solitary,polylectic,2461.2409744644538
Cornus.canadensis,Orsodacne.atra,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,4.521795690990984,13.946127632632852,solitary,polylectic,583.0218543065712
Cornus.canadensis,Orthoneura.pulchella,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,11.11175035778433,5.244207009905949,social,oligolectic,1792.4430040409788
Cornus.canadensis,Osmia.proxima,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,12.171767344232649,18.814718985930085,solitary,oligolectic,2456.5156960394233
Cornus.canadensis,Paramyia.nitens,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,8.027108875568956,12.381127879489213,social,polylectic,1290.1235452853143
Cornus.canadensis,Parasyrphus.relictus,7,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,8.550172050483525,11.003726331982762,solitary,polylectic,694.3961551180109
Cornus.canadensis,Phaonia.serva,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,2.9851829358376563,16.978923933347687,solitary,polylectic,1006.2465267255902
Cornus.canadensis,Pidonia.ruficolis,8,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,15.75331742502749,21.99559101741761,social,polylectic,2359.496529516764
Cornus.canadensis,Pieris.napi,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,14.765391804743558,15.561203667661175,solitary,polylectic,870.3394408337772
Cornus.canadensis,Psithyrus.sp.,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,12.95688145980239,6.6752657948527485,social,polylectic,1297.0931916497648
Cornus.canadensis,Sarcophaga.nearctica,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,6.68767402227968,14.360159416683018,social,oligolectic,1829.3755448656157
Cornus.canadensis,Sphaerophoria.bifurcata,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,4.724734231829643,16.446957097854465,solitary,oligolectic,605.5855466751382
Cornus.canadensis,Sphaerophoria.longipilosa,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,11.3944142004475,6.873147748876363,solitary,polylectic,131.40964559279382
Cornus.canadensis,Sphecodes.sp.,2,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,16.27962470659986,17.894591139629483,solitary,polylectic,2880.0751019036397
Cornus.canadensis,Syritta.pipiens,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,9.35881642298773,21.284748218255118,social,oligolectic,1866.321176639758
Cornus.canadensis,Syritta.rectus,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,7.685514864046127,7.768093246035278,solitary,oligolectic,2233.7393413065
Cornus.canadensis,Temnostoma.alternans,1,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,10.905097133480012,19.909823183901608,social,polylectic,2521.285718306899
Cornus.canadensis,Temnostoma.balyras,3,barrett1987,23.497461684513837,32.22601910238154,white,8.531681868480518,14.600848734844476,zygomorphic,13.680740073788911,10.521769068203866,social,oligolectic,2714.181754598394
